timestamp,flow_activity,heart_rate,flow_intensity,flow_frequency,focus_indicator,likelihood_frustrated,likelihood_excited,likelihood_calm,button_press
1744891057.28,30.344731841457836,108.0,57.6436382672741,7.5,13.30050959718337,0.3092043083893169,0.7219932240293959,0.3675035749285201,0.0
1744891060.249,34.027075810553384,104.0,57.51128158773058,8.5,11.811062547894986,0.28618906821563533,0.6260263295294303,0.3525435053521907,0.0
1744891063.19,24.097564078424263,100.0,51.707318366010114,9.5,12.010805143931202,0.2949261494042749,0.6256738602545123,0.3597948409620242,0.0
1744891066.184,48.69829119393911,94.0,59.45762133080797,10.5,12.010805143931202,0.35385207989786605,0.6543181203015929,0.4290000310878697,0.0
1744891069.132,20.73956177007384,93.0,47.391484070864095,8.5,17.82993460701445,0.36918560209318657,0.7323867047801139,0.4842238448760671,0.0
1744891072.185,72.1550515861522,89.0,67.14793816089674,8.0,14.418524062062716,0.4871130492427491,0.8165994925785363,0.5162338125557533,0.0
1744891075.071,65.35480226659358,87.0,63.48116761108066,11.0,11.464705558848962,0.4577776786872833,0.7469683355946974,0.6161771361637384,0.0
1744891078.092,50.03723947561479,83.0,55.432183114839496,10.5,8.965668608948832,0.4560342618000924,0.7590712026977424,0.6822253629040005,0.0
1744891081.011,39.24750692417495,82.0,50.51979455173956,9.5,15.497702204084746,0.4487571171829776,0.7816581398502553,0.739052629939431,0.0
1744891083.973,66.66565499231847,83.0,62.3606895801327,10.0,13.796406151923021,0.5015427017733466,0.8755102471410843,0.7399646142967453,0.0
1744891086.921,68.2588314544213,84.0,63.44117977267554,10.5,13.796406151923021,0.5029193700370193,0.815806394717303,0.7834291022393586,0.0
1744891089.917,60.322737168966555,86.0,60.96780715373606,11.5,13.796406151923021,0.547947928668087,0.8498610935456501,0.7595844379286784,0.0
1744891092.902,76.68494801264305,86.0,67.78539500526793,10.5,13.766336999331944,0.49971712165243287,0.8923584893085319,0.6955228844564366,0.0
1744891095.866,61.845559261741144,87.0,62.01898302572548,10.0,7.23430340419603,0.5397929538536393,0.8501628345230337,0.7044564832884888,0.0
1744891098.814,63.46431398444147,85.0,61.860130826850614,12.5,3.1231788804418263,0.5158331487066347,0.816785668001045,0.7182123135708314,0.0
1744891101.809,52.430789674021334,81.0,55.59616236417556,12.0,9.231315942226308,0.4996714033794994,0.842119502459818,0.7493169007662044,0.0
1744891102.757,62.64282450883345,78.0,58.601176878680604,12.0,9.231315942226308,0.5247269443818594,0.8668424077099888,0.7583592354297721,0.0
1744891104.741,51.45440080866744,75.0,52.6893336702781,13.0,13.627003521424443,0.5409112208061158,0.906542177766149,0.7158295281815904,0.0
1744891107.781,31.374891285163322,71.0,42.656204702151385,11.5,18.22650603983185,0.5264843489866475,0.9040366133757136,0.7755094880248697,0.0
1744891108.695,81.75601490928628,70.0,63.23167287886928,11.0,18.22650603983185,0.5228582782526343,0.9142018016057267,0.7811124480219418,0.0
1744891110.742,114.24286402514369,70.0,76.76786001047654,11.0,18.226506039831854,0.7091592680414569,0.8215475092678928,0.7586592615882294,0.0
1744891111.643,95.12038858913306,70.0,68.80016191213878,10.5,18.226506039831854,0.7181532675866882,0.7966000361591862,0.715966819621106,0.0
1744891114.635,90.13364548516168,69.0,66.30568561881735,10.0,18.219797152664526,0.7225898048596566,0.7607804985364084,0.7114065893751969,0.0
1744891117.582,52.33922011840777,68.0,50.14134171600324,9.0,15.5628931107138,0.7025368656938193,0.8023737559039709,0.7867337570444302,0.0
1744891120.635,58.91562628790482,67.0,52.46484428662701,9.0,15.760286126329277,0.6769116878474659,0.8064158924012949,0.8286649426990427,0.0
1744891123.553,124.24052190692646,66.0,79.26688412788603,9.0,9.069986188089398,0.7017899399493621,0.79693421139659,0.7554403492874737,0.0
1744891126.615,46.01899397969588,67.0,47.09124749153995,7.0,13.402647653199162,0.7251593800174015,0.6950004160683066,0.7444721740117123,0.0
1744891129.548,28.084184334780836,67.0,39.61841013949201,7.0,24.121542161044,0.6952110736924044,0.843417317714271,0.35855635772470174,0.0
1744891132.556,48.665789244568344,72.0,50.277412185236805,6.5,25.280788932901743,0.7227119292168671,0.8596371610537934,0.6185295684313322,0.0
1744891135.487,39.4815976373689,76.0,48.11733234890371,6.0,27.526036290163493,0.6931548489080568,0.8834742605772707,0.7556530388271143,0.0
1744891138.457,28.243392604685283,83.0,46.351413585285535,7.5,35.395086478607304,0.6672760695461241,0.8662039314231356,0.7767441617925901,0.0
1744891141.359,36.01638846708824,87.0,51.25682852795344,7.5,37.246911437787915,0.6716966061279113,0.872771476322647,0.6499610764269824,0.0
1744891144.397,16.87009399493314,96.0,47.02920583122214,6.0,33.51202500692788,0.5226348797105778,0.889205126694018,0.7924334808743538,0.0
1744891147.299,32.27977739103275,99.0,54.69990724626365,8.5,35.450566279591925,0.3433251860695824,0.7753996897600648,0.8066269347335882,0.0
1744891150.364,29.629103715086774,101.0,54.42879321461949,10.0,32.285633945083724,0.38737148575236097,0.847743622005768,0.7593941405043496,0.0
1744891153.25,13.737579533521497,100.0,47.39065813896729,10.0,30.46776672660017,0.2174858487423756,0.7615216430894548,0.7084822247931292,0.0
1744891156.348,27.701105848823282,97.0,51.95879410367637,9.5,30.19864289804264,0.17073524521726832,0.7345550135192684,0.652031292413835,0.0
1744891159.209,28.403080035562077,96.0,51.8346166814842,8.5,26.70487227412435,0.230797978352717,0.7465589974422207,0.6512436433310113,0.0
1744891162.277,44.804890687767475,91.0,56.585371119903115,9.0,20.231398652339347,0.28420102844438644,0.7143196270768001,0.6206059439607655,0.0
1744891165.149,31.83038327708332,89.0,50.34599303211805,9.0,20.694667469315416,0.28318970556149825,0.7152399559420085,0.6308909318355411,0.0
1744891168.215,32.95415068093448,86.0,49.56422945038937,9.5,18.535892540787458,0.3098875900903058,0.7878153752079062,0.6505772564552874,0.0
1744891171.09,37.5610091069761,86.0,51.483753794573374,10.0,16.503996695320158,0.29587376822070766,0.716581598912184,0.6782049135176933,0.0
1744891174.126,28.03173335508534,87.0,47.929888897952225,11.0,18.626790720508737,0.30608946781728025,0.72872398679202,0.704850892737319,0.0
1744891177.033,39.57826275996306,88.0,53.157609483317934,12.0,23.890642967126862,0.3465170565206464,0.8251321200125884,0.7386328383684654,0.0
1744891180.068,35.83652114327482,88.0,51.5985504763645,12.5,23.758624110016243,0.35929393203782667,0.801767947358538,0.7611125061269182,0.0
1744891182.971,50.31565455539525,88.0,57.631522731414684,13.0,22.462619845801797,0.3976215616641507,0.8336838177205919,0.7545338558952164,0.0
1744891186.009,38.63419981550728,89.0,53.180916589794705,12.5,19.417653750654324,0.39977827324366033,0.8221454073190066,0.7544945014741327,0.0
1744891188.983,43.257321068752546,88.0,54.690550445313555,12.0,17.662171868099264,0.3810374708454121,0.8206143121460856,0.7467413732761113,0.0
1744891191.979,108.33731351446382,84.0,80.14054729769326,12.5,12.322772178910613,0.5279918457456614,0.7829070872846527,0.7250823546256641,0.0
1744891194.914,56.00022333996625,81.0,57.0834263916526,12.0,10.75998698106618,0.6160756841471188,0.8060406686545366,0.7368971463799491,0.0
1744891197.921,26.229193745987242,76.0,42.595497394161356,12.0,16.263773622912463,0.5824495953968212,0.8210649750040764,0.7610616239589981,0.0
1744891200.822,35.86033199440303,75.0,46.19180499766793,11.5,22.64866891887007,0.61458680320665,0.894837110468977,0.7747112347699341,0.0
1744891203.882,46.85460924232217,73.0,49.93942051763424,11.5,23.310838966866783,0.6321456283048914,0.8806398314260421,0.8159366909246333,0.0
1744891209.831,39.11644266257551,77.0,48.38185110940646,10.5,33.28515254216097,0.6364759908741964,0.8818281792210819,0.8047290158684837,0.0
1744891216.817,62.27089497496818,83.0,60.52953957290341,12.5,28.08921081272013,0.41405931484537123,0.7882501842950819,0.841698651572383,0.0
1744891219.722,35.35378869167421,82.0,48.89741195486425,12.0,29.696128313570824,0.4211352293906944,0.8258577914849128,0.8276368812004827,0.0
1744891222.762,49.4237019948972,79.0,53.50987583120717,11.0,29.74852781082492,0.46233009305101924,0.8728411167429536,0.8072424680108493,0.0
1744891225.688,96.91104827981404,78.0,72.87960344992253,10.5,22.004954313554727,0.6969060273530293,0.8403997057978114,0.7439814246005422,0.0
1744891228.716,42.737854258233504,73.0,48.22410594093063,10.0,18.694524505131348,0.6549894593953444,0.7916031704149405,0.7785266656227443,0.0
1744891231.587,50.007107230774196,71.0,50.419628012822585,8.0,19.104020251809224,0.6678857154598375,0.8847735346320478,0.7868287551422953,0.0
1744891234.582,43.8435059980423,67.0,46.18479416585096,8.5,21.377993576619883,0.6499082763188498,0.8847871027875095,0.7724880905948326,0.0
1744891237.532,23.373411568610102,65.0,36.82225482025421,9.0,27.815954063683428,0.6215883228121049,0.8698339134765561,0.8115662349027843,0.0
1744891240.522,10.558198712598871,63.0,30.649249463582862,8.5,41.825434617511505,0.6147092462749477,0.8833258849661492,0.7783147412946178,0.0
1744891243.473,22.044806653563796,63.0,35.43533610565158,8.0,51.164646518674616,0.6152574536766536,0.8603855813296762,0.7658983164622907,0.0
1744891246.472,15.79137979739846,61.0,31.996408248916026,8.0,59.83974577799118,0.4817325032228804,0.8546825157497399,0.8392748280250958,0.0
1744891249.409,18.586775390420904,60.0,32.74448974600871,10.0,64.34009880534937,0.4121638779715409,0.7783921680840346,0.8630837269495372,0.0
1744891252.433,13.490765917863087,60.0,30.621152465776287,11.0,66.79348950080025,0.30432966028735964,0.7349872469006324,0.831845172166753,0.0
1744891255.411,6.153860605755499,60.0,27.564108585731457,10.0,67.50240397810884,0.12378869242820165,0.5819404308733659,0.8157121611767738,0.0
1744891258.494,7.061462791107514,61.0,28.35894282962813,10.5,69.6226210161777,0.07048350600265331,0.4612479039147778,0.7949962434901857,0.0
1744891261.321,5.3885495241959696,61.0,27.661895635081653,10.5,71.69770644326789,0.07468340381088656,0.47066228601084775,0.7975551605011113,0.0
1744891264.313,9.902291422321113,62.0,29.959288092633802,10.0,72.0387641386837,0.08237969042598324,0.505380414568529,0.8177296427300256,0.0
1744891267.259,13.697936621476064,64.0,32.37414025894836,10.0,72.32553443134728,0.012051052414838523,0.40443587878390297,0.7699157246919376,0.0
1744891270.255,9.140127072670769,64.0,30.475052946946153,8.5,70.55432298669089,0.022747865645992533,0.3978113416354483,0.7749160475425688,0.0
1744891273.213,3.5563809173008734,65.0,28.565158715542026,7.0,69.79598465443851,5e-05,0.3296551965536318,0.735285234618806,0.0
1744891276.194,18.816273009537507,65.0,34.92344708730729,7.0,68.8615198186192,5e-05,0.3273271028818173,0.7301481968641316,0.0
1744891279.17,40.54472426585663,65.0,43.97696844410692,5.0,66.68575145689184,0.04022109484328594,0.3964078084924109,0.800984862391619,0.0
1744891282.133,14.95474174655578,65.0,33.314475727731576,4.5,63.42101100271543,0.1600923451715762,0.5020280764182408,0.8551888997474131,0.0
1744891285.085,10.229026534947067,66.0,31.76209438956128,4.5,63.354833441613515,0.14165830484260333,0.4915093693738213,0.8297557653940322,0.0
1744891288.101,8.458261097565838,66.0,31.0242754573191,5.5,61.82546289019605,0.14475538725581827,0.521211758267151,0.8321027907980758,0.0
1744891291.046,16.600268750983435,66.0,34.4167786462431,5.5,60.00408546560709,0.14009255394369374,0.4804479123417962,0.8328071892405096,0.0
1744891294.071,19.05216437694999,64.0,34.60506849039583,5.5,59.15540439977863,0.17717153401904653,0.5235124237419361,0.8773204553701656,0.0
1744891296.988,21.99879611450894,64.0,35.83283171437873,8.5,58.470339830677496,0.20551339870513913,0.6142461716513355,0.8815745989341696,0.0
1744891299.994,50.47216436495866,61.0,46.44673515206611,9.0,47.94282600771979,0.4188487600759367,0.6210546030250019,0.8833066300179121,0.0
1744891302.925,43.63133519859512,60.0,43.17972299941463,10.5,41.827865274559144,0.3908070674218048,0.5654907227829324,0.8536388125304875,0.0
1744891305.92,47.11540061322781,56.0,42.96475025551159,11.0,35.63230369951615,0.4077100888485384,0.577059758529736,0.8574092510670105,0.0
1744891308.865,28.022493667670723,55.0,34.5927056948628,9.5,36.4583871614011,0.40143916044653616,0.6003492794320006,0.8892106019865211,0.0
1744891311.981,20.047545104587293,56.0,31.68647712691137,10.5,38.240007347035885,0.4138411013247068,0.6407353834581485,0.8892809786008435,0.0
1744891314.805,20.195981113036662,56.0,31.748325463765276,10.5,46.708855995673424,0.42111643206268706,0.6311128655077664,0.8993901130123126,0.0
1744891317.814,19.63415073096205,57.0,31.930896137900856,10.0,51.53875172760507,0.45421446739119403,0.6516886254778961,0.8890986488817462,0.0
1744891320.747,27.118258209745782,57.0,35.04927425406074,10.5,56.55187246754274,0.4084782045123299,0.6902382080394048,0.8387303484498535,0.0
1744891324.704,7.846113311842055,59.0,27.85254721326752,8.5,58.801023142247246,0.3446999970901096,0.656788364350124,0.7965307107934303,0.0
1744891326.685,8.099736664728193,59.0,27.958223610303413,9.5,60.87190845682148,0.15920458023728443,0.5486354512372673,0.7936415757830966,0.0
1744891327.645,11.127959525103632,59.0,29.21998313545985,9.5,60.87190845682148,0.12405918900940832,0.497910286450314,0.7971870118107189,0.0
1744891330.644,22.19965870112861,60.0,34.249857792136915,8.0,59.928314669705294,0.14951241730422607,0.5028249008108502,0.8560334861499536,0.0
1744891333.586,10.070884234080804,60.0,29.196201764200335,6.0,61.262085658109875,0.1347179471046711,0.5151378577203799,0.8281233813305506,0.0
1744891335.712,6.660965657990538,60.0,27.77540235749606,6.0,64.07317270952396,0.12267222386069443,0.4909270995477417,0.8113095390330798,0.0
1744891336.579,6.5944967062400295,60.0,27.747706960933343,5.5,64.07317270952396,0.12146690563075263,0.5022846995150063,0.8054198320356672,0.0
1744891339.554,38.03159629364653,59.0,40.42983178901939,5.0,58.422245075042646,0.2329693678302815,0.5433347415567994,0.8792277708168805,0.0
1744891342.516,13.107861369221638,59.0,30.044942237175682,4.0,56.269119474990326,0.17984479142075524,0.4819966739050878,0.8588336386114603,0.0
1744891345.497,26.78806140362395,59.0,35.74502558484331,4.5,57.99125701373543,0.179548980532908,0.47237180216815733,0.8672258513931017,0.0
1744891348.498,30.50993397962476,59.0,37.29580582484365,5.0,55.735631425488094,0.2212235760202684,0.5367118939146401,0.8998212008425146,0.0
1744891351.439,21.296735494043414,59.0,33.456973122518086,6.0,52.56880306534549,0.21561379062057895,0.5013061968713086,0.8760915635793634,0.0
1744891354.429,8.996088628075757,60.0,28.74837026169823,6.0,57.521364961617174,0.20446292388462525,0.49290624287984963,0.8400613424144686,0.0
1744891357.376,13.34067616224757,59.0,30.141948400936485,6.5,58.49308848180609,0.2363093477162006,0.5897433266204678,0.8427243378221285,0.0
1744891360.371,8.324225661569937,57.0,27.218427358987473,7.0,60.04477024580991,0.1353323858982074,0.5172423424351751,0.8247038265331487,0.0
1744891363.315,16.938319390683503,56.0,30.390966412784792,9.0,62.310395023903965,0.13975115386268044,0.4937146904367228,0.8272034645143242,0.0
1744891366.308,11.304343019133546,54.0,27.21014292463898,9.0,65.28910037640384,0.14814185629248733,0.5470982975930069,0.8189821185004049,0.0
1744891369.256,5.2695290543892925,54.0,24.695637105995537,7.5,66.79307353574195,0.11267355004105302,0.5086203129289439,0.7951133034219741,0.0
1744891372.267,50.24682947516,53.0,43.019512281316665,8.5,65.35827273303683,0.06998975978957024,0.39284170822146197,0.7948425004866053,0.0
1744891375.288,47.99239170660019,54.0,42.49682987775007,11.0,60.170440651780254,0.2491013448250297,0.4509978909267689,0.8221875514337776,0.0
1744891378.189,53.238367979013034,56.0,45.5159866579221,10.5,54.40465117087972,0.2636061295005796,0.45263482013466283,0.8199304512272723,0.0
1744891381.138,44.97611855186152,56.0,42.073382729942296,11.5,48.570826234743066,0.295469799060726,0.4758533390751329,0.832028991102207,0.0
1744891384.129,37.868313436065556,59.0,40.36179726502731,10.5,43.42126850240075,0.2902475162690298,0.4830852452082701,0.8514433167678935,0.0
1744891387.108,34.60729150781061,59.0,39.00303812825442,11.5,40.46348697298202,0.3028969952939217,0.48602848270433213,0.8543275890689823,0.0
1744891390.109,10.994844706713977,62.0,30.41451862779749,10.5,43.99436767567348,0.3256264641907135,0.5549354737983957,0.8461523355753446,0.0
1744891393.103,72.69536664245689,64.0,56.95640276769037,9.5,44.513854255578686,0.3621312664235662,0.6834196329338939,0.8620225651133208,0.0
1744891396.041,42.02019536266273,64.0,44.17508140110947,8.0,40.50879539144052,0.49829503689794163,0.6811977497883879,0.888807878625285,0.0
1744891399.021,21.35368033106762,64.0,35.56403347127817,7.0,40.86142721644201,0.44901299241484577,0.7067199438301456,0.8941102285227079,0.0
1744891402.007,14.961071758515644,63.0,32.483779899381524,7.0,43.44068122945603,0.42384388956920455,0.6821825196563712,0.8973791682930417,0.0
1744891404.93,11.56790275023508,63.0,31.069959479264618,5.0,44.97040006977252,0.4040078135389272,0.6785213609003783,0.872199190128938,0.0
1744891407.922,5.829568126986958,62.0,28.26232005291123,4.5,50.86757791250196,0.3763759448254762,0.6265351026068064,0.8660576110620896,0.0
1744891410.897,5.476482023208211,61.0,27.698534176336754,6.5,61.32009074403262,0.39747656501764506,0.6095076226543892,0.8431524945834875,0.0
1744891413.862,13.869528418856357,60.0,30.77897017452348,6.5,64.99018719350728,0.4251333454818078,0.7092764681983816,0.776166517429561,0.0
1744891416.808,43.852958881756905,59.0,42.85539953406538,9.5,61.86484987303955,0.2473956078063249,0.5879275023851309,0.8822305900563926,0.0
1744891419.779,31.626454485011475,59.0,37.76102270208811,10.0,59.43577835948083,0.19729115532631294,0.5169770457563064,0.875591013125262,0.0
1744891422.754,35.6333115671121,60.0,39.84721315296338,11.5,56.44533448204619,0.19514934387498933,0.4722165546396284,0.8641277321356604,0.0
1744891423.707,28.038003853455088,60.0,36.68250160560629,12.0,56.44533448204619,0.2039176378811743,0.4749422286355309,0.871685381996316,0.0
1744891426.703,30.483131374006746,60.0,37.70130473916948,13.0,53.03117914115254,0.20435327748553628,0.47181440663175744,0.8487758115595266,0.0
1744891429.648,23.243931964462238,61.0,35.10163831852593,14.0,49.20147655698529,0.23367456622131358,0.49562932259597364,0.8673809351670854,0.0
1744891431.852,30.75119054718122,62.0,38.64632939465884,14.5,51.8709087755772,0.2409869550615116,0.5397673790719916,0.8665296392668923,0.0
1744891432.64,27.433672906166624,64.0,38.09736371090276,14.5,51.8709087755772,0.2545775470933799,0.5603386167082923,0.8700837934097914,0.0
1744891435.592,26.546677282009917,69.0,39.811115534170796,14.0,51.75820546949657,0.2800756947037653,0.7061314219620309,0.8424596037893429,0.0
1744891438.614,13.621441717839975,72.0,35.675600715766656,12.0,52.1753298081726,0.20720434496592816,0.6525298303271556,0.8452193629678602,0.0
1744891441.559,23.77199256152613,74.0,40.73833023396922,11.5,50.101872449295804,0.21530523830936163,0.6862132903548656,0.8679976846457298,0.0
1744891444.551,24.083464215836557,75.0,41.28477675659856,11.0,51.51022067647997,0.19289273283705688,0.6679224002979205,0.8536822360347668,0.0
1744891447.509,21.915997464073705,75.0,40.38166561003071,9.5,50.0136623764551,0.20353924108335777,0.7086795052938796,0.8540754433536222,0.0
1744891450.515,10.244208527587984,73.0,34.68508688649499,7.5,50.935707680794486,0.1535541573956154,0.6700674060465992,0.828684359588536,0.0
1744891453.438,8.000355868269644,72.0,33.333481611779014,7.5,52.70671843843455,0.11626232616112266,0.6303819102869609,0.821095380431867,0.0
1744891456.43,21.604795609335593,71.0,38.58533150388983,7.0,53.74352122348836,0.1375828497773833,0.6256754148011728,0.8547239320898579,0.0
1744891459.379,9.739817482511231,71.0,33.641590617713014,6.5,54.889026888281045,0.13689790163517754,0.638227791304365,0.8271159367007054,0.0
1744891462.385,18.928981910484687,70.0,37.053742462701955,7.0,56.93477559720984,0.10907212989378076,0.6153111552773698,0.8290646335565123,0.0
1744891465.321,10.491847053082864,71.0,33.954936272117855,6.0,57.2995103145892,0.10660110747690706,0.6210890683802505,0.8264207616021196,0.0
1744891468.312,6.488093412438694,70.0,31.87003892184946,6.0,57.32657725658239,0.05511298925080609,0.5332780082209215,0.7926248640899605,0.0
1744891471.259,8.427388674788865,70.0,32.67807861449536,5.5,61.2981049583879,0.04547915756076436,0.5177219893229494,0.781385454199826,0.0
1744891474.285,25.333900289758514,68.0,38.889125120732714,7.0,59.99004916285461,0.10877417640355724,0.5937982331506655,0.8368249867059349,0.0
1744891477.199,11.5013255295417,67.0,32.708885637309045,7.0,61.374471992162086,0.06787258853243457,0.5066117894702387,0.814191475850383,0.0
1744891480.241,6.208783998757292,64.0,29.253659999482206,7.5,62.971499828753444,0.05255958904488434,0.4920032637440078,0.7927743615580443,0.0
1744891483.201,4.56854271065541,64.0,28.570226129439753,8.0,64.35722155463924,0.03269437396833728,0.4865635079144838,0.784789258222033,0.0
1744891486.171,3.826336356283876,62.0,27.427640148451616,9.0,65.07073062327676,0.01599061251970088,0.44091845047828276,0.7675630698561742,0.0
1744891489.158,2.6353619380488507,62.0,26.931400807520355,9.0,69.00480799107571,0.014419472662954286,0.4288344636048184,0.7708588279835755,0.0
1744891492.103,3.2442912859131083,61.0,26.768454702463796,10.5,70.95020133038214,0.023077133483714353,0.4681163739182726,0.7784423711591874,0.0
1744891495.11,3.6296166177936278,62.0,27.34567359074735,10.5,71.68286629436338,5e-05,0.4078823559648984,0.7578891170792309,0.0
1744891498.043,4.424538267791334,64.0,28.510224278246387,11.5,71.27947646302866,5e-05,0.24605507191400083,0.672775853266202,0.0
1744891500.998,21.713134069897094,65.0,36.130472529123786,12.5,69.87311575626359,5e-05,0.21499621596895369,0.6562902446827542,0.0
1744891503.997,12.293644247704158,64.0,31.789018436543397,12.0,66.80825854331879,5e-05,0.30837375911283854,0.7614461641251269,0.0
1744891506.929,20.04071107084122,63.0,34.600296279517174,12.0,64.19323102237064,5e-05,0.3240763568177751,0.7563338302639481,0.0
1744891509.977,27.630168093944985,61.0,36.92923670581041,11.0,57.447801949266456,0.1696644130639659,0.4427991161564194,0.8119088191269415,0.0
1744891512.882,22.10818800304326,60.0,34.21174500126802,9.5,54.33858831820769,0.16827895321347186,0.46454688358297397,0.8541897667270552,0.0
1744891515.883,12.156352654584406,59.0,29.648480272743498,8.5,53.6857013238992,0.17996217530856173,0.48762833938955935,0.8645902621070422,0.0
1744891518.81,11.71706685407427,58.0,29.048777855864277,7.5,55.41137302672272,0.19280278821566216,0.5202452491984497,0.8569007435993126,0.0
1744891521.822,21.295348095144945,57.0,32.62306170631039,7.0,53.82254376964277,0.22209307678602927,0.5692763117448181,0.8987588621009127,0.0
1744891524.81,11.612403031539799,57.0,28.58850126314158,8.0,60.02105626180854,0.2093215113487393,0.5394789148622353,0.8691528357099982,0.0
1744891527.773,6.918399333912566,59.0,27.465999722463568,7.5,63.617380988662106,0.2255419399523067,0.5938613287429516,0.8482159409237836,0.0
1744891533.718,13.433003866866844,60.0,30.597084944527854,6.0,67.86307267165913,0.10028555475768135,0.477785249660609,0.8053676317284618,0.0
1744891542.691,42.2536552811837,60.0,42.60568970049321,7.0,57.816136621557334,0.21661531752239152,0.4962999762114166,0.8539598491965454,0.0
